LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
1754,2016-09-29,02:04:25,Info,CBS,Session: 30546354_3217556214 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1755,2016-09-29,02:04:25,Info,CBS,"Read out cached package applicability for package: Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1756,2016-09-29,02:04:25,Info,CBS,Session: 30546354_3217926235 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1757,2016-09-29,02:04:25,Info,CBS,"Read out cached package applicability for package: Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1758,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3218366261 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1759,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1760,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3219376318 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1761,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1762,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3220876404 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1763,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1764,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3222456494 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1765,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3042058~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1766,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3225106646 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1767,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1768,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3225556672 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1769,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3108381~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1770,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3225636676 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1771,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB2868038~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1772,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3225896691 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1773,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB2750841~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1774,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3226336716 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1775,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3185911~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1776,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3226626733 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1777,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB3138910~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1778,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3226836745 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1779,2016-09-29,02:04:26,Info,CBS,"Read out cached package applicability for package: Package_for_KB2862335~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1780,2016-09-29,02:04:26,Info,CBS,Session: 30546354_3227386776 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1781,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2908783~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1782,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3228776856 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1783,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB3020393~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 64, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1784,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3228966867 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1785,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2772930~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1786,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3229296886 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1787,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2621146~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1788,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3229346889 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1789,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2601626~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1790,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3229556901 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1791,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2923545~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1792,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3230196937 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1793,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2509553~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1794,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3230936980 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1795,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2758857~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1796,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3232347060 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1797,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2846960~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1798,2016-09-29,02:04:27,Info,CBS,Session: 30546354_3233207109 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1799,2016-09-29,02:04:27,Info,CBS,"Read out cached package applicability for package: Package_for_KB2770660~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1800,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3271199282 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1801,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB3123479~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1802,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3273319404 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1803,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB3072630~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1804,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3274739485 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1805,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB3179573~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1806,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3274949497 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1807,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1808,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3275569532 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1809,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB2952664~31bf3856ad364e35~amd64~~6.1.19.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1810,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3275839548 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1811,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB3149090~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1812,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3276819604 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1813,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB3178034~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1814,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3276969612 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1815,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB3097989~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1816,2016-09-29,02:04:31,Info,CBS,Session: 30546354_3277269630 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1817,2016-09-29,02:04:31,Info,CBS,"Read out cached package applicability for package: Package_for_KB2853587~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 0, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1818,2016-09-29,02:04:32,Info,CBS,Session: 30546354_3282399923 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1819,2016-09-29,02:04:32,Info,CBS,"Read out cached package applicability for package: Package_for_KB2732059~31bf3856ad364e35~amd64~~6.1.5.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1820,2016-09-29,02:04:32,Info,CBS,Session: 30546354_3283119964 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1821,2016-09-29,02:04:32,Info,CBS,"Read out cached package applicability for package: Package_for_KB3164033~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1822,2016-09-29,02:04:32,Info,CBS,Session: 30546354_3284880065 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1823,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB3080149~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1824,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3290590392 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1825,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB3046017~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1826,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3290750401 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1827,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB3067904~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1828,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3290900409 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1829,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB2912390~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1830,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3291640452 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1831,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB2632503~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1832,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3292390494 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1833,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB2991963~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1834,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3292510501 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1835,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB2911501~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1836,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3293810576 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1837,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB2984972~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1838,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3297200770 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1839,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB3121461~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1840,2016-09-29,02:04:33,Info,CBS,Session: 30546354_3297210770 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1841,2016-09-29,02:04:33,Info,CBS,"Read out cached package applicability for package: Package_for_KB3161958~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1842,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3298080820 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1843,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB2888049~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1844,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3298800861 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1845,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB2773072~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1846,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3300650967 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1847,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB2579686~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1848,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3300820977 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1849,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3075222~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1850,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3300870980 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1851,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1852,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3300980986 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1853,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB2544893~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1854,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1855,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB2685939~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1856,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3301471014 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1857,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB2729452~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1858,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3306751316 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1859,2016-09-29,02:04:34,Info,CBS,"Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1860,2016-09-29,02:04:34,Info,CBS,Session: 30546354_3307521360 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1861,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1862,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3308511417 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1863,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3181988~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1864,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3309061448 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1865,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1866,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3309721486 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1867,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1868,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3310261517 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1869,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3075249~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1870,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3311291576 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1871,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1872,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3311811605 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1873,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1874,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3311911611 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1875,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2621440~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1876,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3312101622 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1877,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3054476~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1878,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3312401639 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1879,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1880,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3312641653 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1881,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
1882,2016-09-29,02:04:35,Info,CBS,Session: 30546354_3313121680 initialized by client WindowsUpdateAgent.,ca59953e,Session <*> <*> initialized by client <*> <*> 
1883,2016-09-29,02:04:35,Info,CBS,"Read out cached package applicability for package: Package_for_KB2732487~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",fdca3f14,Read out cached package applicability for package <*> <*> <*> <*> <*> <*> <*> <*> 
